document_id,publish_date,clean_title,authors,tags,category
61ffbd979a7947211d5e843cQGP4RW9HQySMPQX_c84uAg,2022-02-06 12:55:55,Макрон назвал ключевую тему на переговорах с Путиным в Москве,[],"['5409f15ae063daa0f408ad8a', '58abcf539a7947f18bc079eb', '58fda2219a7947718b2933e1', '5409f15de063daa0f408ada8']",5409f11ce063da9c8b588a12
6200aef59a79475cde3d45b1xUA5jM7dRY2btWp8NlJjBQ,2022-02-07 06:13:48,В Астраханской области на чиновников завели дело после нападений собак,[],"['54337346cbb20fbad9bd0401', '5409f146e063daa0f408ad44', '5409f414e063daa0f408b55e', '5530cdba9a79478ce84daef5', '5448618bcbb20f42e1296dab', '5509b4f09a7947682f6fcf6e']",5433e5decbb20f277b20eca9
626f94179a794760fb21ef48goh2kxxhT7iOdt4dPr7TTQ,2022-05-02 08:36:25,Посла России вызвали в израильский МИД после заявлений Лаврова о Гитлере,['604f2c199a79478ec0029eae'],"['545c81a6cbb20fca592f6ed2', '54262362cbb20f6397b0bd18', '553f94da9a7947102ffc53e8', '56546aad9a7947ec515526fb']",5409f11ce063da9c8b588a12
6241fe869a7947196eebe230I7CQmuMcRNWZWaeEJ-iaQA,2022-03-28 19:42:06,Глава NASA заявил о сохранении рабочих отношений на МКС,[],"['5409f25ae063daa0f408b07c', '560595179a794781daceb2f2', '5444666fcbb20fafce492895', '544c35e6cbb20fda6d160a8f']",540d5ecacbb20f2524fc050a
625bc1879a7947412d129393NeGwJW5eToS8p1o8-K-Z3w,2022-04-17 08:02:55,Сбербанк спрогнозировал возврат мошенников к вредоносным приложениям,[],"['5409f160e063daa0f408adb8', '54d08ef29a7947c247916dc8', '5409f39ee063daa0f408b337']",540d5ecacbb20f2524fc050a
620638619a79475745883785QX3ri5AGRwSO2QWZRYCWqg,2022-02-16 06:30:08,Как регионы после очередей поменяли тактику помощи при COVID,['587f906a9a7947b089f8dd5a'],"['54579d2dcbb20f99bc8c8cc1', '54980b749a794716e15569f5', '55928c529a794751dc82ef0d', '54c5d0019a7947576fc3c408', '5e8ec7799a7947848604a99e', '5577f72f9a7947f6177effbc', '542e4a24cbb20f4eb1d231a9']",5433e5decbb20f277b20eca9
625eed169a7947458e7ccadeGPFu-iP8S321gFGlbKvF5A,2022-04-19 17:17:40,Минобороны сообщило об уничтожении «Бука» в Харьковской области,['542f8085cbb20f3a1e334efb'],"['5409f198e063daa0f408ae6b', '5409f37be063daa0f408b2ae']",5409f11ce063da9c8b588a12
620e17d19a794770b70ca6baaRK06pENQ7yooMS56pK40Q,2022-02-17 09:40:39,Песков заявил о риске «воспламенения» ситуации в Донбассе в любой момент,[],"['545caa9ecbb20f366651641e', '5409f37be063daa0f408b2ae', '5890d7da9a7947a548624e50']",5409f11ce063da9c8b588a12
6275d53e9a7947b64e3801950WIzoSRKTI-ucRb74z9o3w,2022-05-07 02:24:24,Трамп обвинил власти США в неумении общаться с Путиным,[],"['55805cde9a7947f0c9a6a603', '546e40e7cbb20f1d52dbaa55', '58abcf539a7947f18bc079eb', '5409f15de063daa0f408ada8']",5409f11ce063da9c8b588a12
62625ad09a7947e79437924dHwq5hSQzQy-2-638VDyLvw,2022-04-22 07:36:47,Производитель пива «Клинское» и Hoegaarden решил продать бизнес в России,[],"['55f957709a794713212fcc28', '542a7d3fcbb20f470cdca569', '54bf65259a79475a7cdc8062', '5409f40ce063daa0f408b529']",540d5eafcbb20f2524fc0509
620e76929a794722c54610f42XAS0ioMREyveEsT3UrIUw,2022-02-17 16:31:55,Блинкен предложил Лаврову встретиться на следующей неделе в Европе,[],"['545c81a6cbb20fca592f6ed2', '545d4dcdcbb20fbc56178bed', '5409f309e063daa0f408b1dd']",5409f11ce063da9c8b588a12
629144df9a7947662efa1119b0vVxmKKQ8CdsHUWdWz8oA,2022-05-27 21:43:49,Анонимный донор покрыл все расходы на похороны жертв стрельбы в Техасе,[],"['57b54a479a79472a5eb7a442', '542cb3e6cbb20fdc9b064ee8', '5428324dcbb20f2cd90fafc1', '5409f15ee063daa0f408adb0']",5433e5decbb20f277b20eca9
6240c7529a7947a50b4beebct2c5U-9STW6C76ZIoRQxhQ,2022-03-27 20:38:25,Главы МИД Турции и России Чавушоглу и Лавров обсудили ситуацию на Украине,[],"['56606a4c9a7947f8f61dfd50', '5426a035cbb20f7903d4f89f', '545c81a6cbb20fca592f6ed2', '54dc84989a79477970b4fbac', '5409f15de063daa0f408ada8']",5409f11ce063da9c8b588a12
6260acd29a7947502d49b706rbM24mg5SJCTPn5RyaTg0g,2022-04-21 01:10:58,"В российском МИДе сообщили, когда завершится спецоперация на Украине",[],"['621a3d0c9a794728d449ae5e', '5409f1a3e063daa0f408ae98', '5409f15de063daa0f408ada8', '5409f196e063daa0f408ae65']",5409f11ce063da9c8b588a12
629260379a79471c5350326dztM7xnnrTfK3DADAm_4Efw,2022-05-28 18:24:20,"Шри-Ланка заплатит $72,6 млн за 90 тыс. т нефти из России",['5a8d11a39a7947c5e1550980'],"['58b9a72d9a79474b530f973b', '5409f203e063daa0f408af72', '5409f140e063daa0f408ad1d', '5409f23ee063daa0f408b023']",5409f11ce063da9c8b588a13
6269f47f9a794740b2dbe06f6py29F8SQeS1EtSRcYQmSw,2022-04-28 02:00:58,Венгрия приняла схему оплаты за российский газ в рублях,[],"['5409f17be063daa0f408ae13', '54dc84999a79477970b4fbb8', '542d2d97cbb20fc67faf1128']",5409f11ce063da9c8b588a12
620118a09a79470829d83b70GXVZPmpfReeD8eF2qnVTVw,2022-02-07 14:15:27,Макрон прилетел в Москву на переговоры с Путиным,[],"['58fda2219a7947718b2933e1', '58abcf539a7947f18bc079eb', '5409f309e063daa0f408b1dd', '5409f15de063daa0f408ada8']",5409f11ce063da9c8b588a12
620bc3409a7947965dcf1414sBki_0BPT8aG3_GqzSzIqw,2022-02-15 16:14:06,В Евросоюзе осудили обращение Госдумы о признании ДНР и ЛНР,[],"['6022cc509a794709b1aaa7f1', '5409f168e063daa0f408add3', '5409f145e063daa0f408ad35']",5409f11ce063da9c8b588a12
62737f069a79476b56cde307Dr3M_FLLSNCsxZEG8aUC-w,2022-05-05 08:44:47,В Татарстане ребенок поцарапал горло куском проволоки в батоне,[],"['542655f2cbb20f1004040337', '542d8200cbb20f2b8e4e28ab', '5805d5379a7947d7640c7194', '543bb660cbb20f74d0bb285e', '56b0ad429a79475c34641510', '55110d0e9a79475861c1cbdb']",5433e5decbb20f277b20eca9
62013ed19a79471a8cf48384AKepbabfQ3-AdoarK3nC8Q,2022-02-07 16:01:06,Макрон заявил Путину о необходимости избежать войны,['54195a4fcbb20f219d7fa7dd'],"['58fda2219a7947718b2933e1', '58abcf539a7947f18bc079eb', '5409f309e063daa0f408b1dd']",5409f11ce063da9c8b588a12
626b5e209a7947c07430127cXRwOwFGxT1m9VDCql2DrzA,2022-04-29 04:26:42,Премьера Британских Виргинских островов задержали по делу о наркотиках,[],"['5409f395e063daa0f408b300', '542949e1cbb20fda92656699', '5409f1afe063daa0f408aeb7', '6204c5539a79474bfff916c3', '5538a5209a79476a0263ceda', '543ec15ecbb20f6e1fde87aa']",5409f11ce063da9c8b588a12
61f8c7f99a794748261d721bLf9vuj54Q1OELY36gRVg9Q,2022-02-01 05:48:44,"Волонтеры нашли тело девочки, пропавшей в Новгородской области",[],"['5592b06b9a794719538d417d', '5592a73f9a794719538cf0cb', '55353f899a7947521ba69bd2']",5433e5decbb20f277b20eca9
627ce44b9a79470443716b26filN1zt2RJKwI9qSWxQJdw,2022-05-12 10:48:01,МИД выразил протест временному поверенному в делах Нидерландов,['619226fb9a7947e681606cc3'],"['5409f1a3e063daa0f408ae98', '5409f190e063daa0f408ae58', '5452416ecbb20f7a50a90408']",5409f11ce063da9c8b588a12
626b4bfd9a7947bf5dc0cccbY0EZjr_ZQteGPJATt8fIeA,2022-04-29 03:15:13,«Коммерсантъ» узнал об уходе из России владельца отелей Holiday Inn,['5bfd1d039a794755995093f8'],"['54696c6ccbb20f7e6aff7338', '54298881cbb20fe3a3d5bd80', '54d87b649a7947472d16c252']",540d5eafcbb20f2524fc0509
6291e0279a794784d0e55acaVTq-rLa3QZigBSFbnNFnRQ,2022-05-28 08:42:19,В Минобороны заявили о взятии под контроль города Красный Лиман,[],"['559291b49a794751dc83705f', '5409f198e063daa0f408ae6b', '621a3d0c9a794728d449ae5e']",5409f11ce063da9c8b588a12
624471ea9a794775bca0df1eSBSBT-W3QpGWQ1N_gaPDFw,2022-03-30 15:08:40,Минобороны заявило о выполнении задач в направлении Киева и Чернигова,['5e1ddee09a7947609de2f69b'],"['5409f15de063daa0f408ada8', '5426c60acbb20f76518c3e4c', '55928f889a794751dc833e34', '560e57129a7947d153e4cfd4', '5409f198e063daa0f408ae6b']",5409f11ce063da9c8b588a12
6253df9f9a7947a90eec4174wRh41WweQqGtgG9TMJFqjg,2022-04-11 09:39:38,FT сообщила об отсутствии в ЕС консенсуса по запрету на российскую нефть,['619226fb9a7947e681606cc3'],"['5409f16ae063daa0f408adda', '59e769a89a794784016db926', '5409f203e063daa0f408af72']",5409f11ce063da9c8b588a12
620bf2989a7947a8ca5973fdsWRxiJ-5SaiVuJKfRm5hBw,2022-02-15 18:52:37,Захарова назвала ложью данные о вторжении России под «чужим флагом»,[],"['556e926a9a794721a7851f18', '5409f15de063daa0f408ada8', '5409f1afe063daa0f408aeb7']",5409f11ce063da9c8b588a12
6250834e9a794766c1cf674d8Z9lceuMRdGJn2X2ToSucQ,2022-04-08 20:10:03,В ЕС сочтут нарушением санкций оплату Венгрией газа из России рублями,['60bf2f0f9a79475cc856c5a1'],"['5409f17be063daa0f408ae13', '5409f168e063daa0f408add3', '5409f294e063daa0f408b111', '5631bb949a794737108a5623', '582546689a794750649b3a6a']",5409f11ce063da9c8b588a12
620776949a7947bec14e9350_gDRAA-MQnm6hUu1ZXZoLQ,2022-02-12 09:16:29,Посольство России заявило о штатной работе дипломатов на Украине,[],"['5409f15de063daa0f408ada8', '5409f1a3e063daa0f408ae98', '54272eedcbb20f67193b15be']",5409f11ce063da9c8b588a12
6267c3849a7947f9a76a8326ZHr1365cRwesE1BO1cTSTw,2022-04-26 10:07:23,Путин присвоил Делимханову звание Героя России за участие в спецоперации,[],"['5733af7c9a79475caed7d43f', '55928fef9a794751dc834852', '545e78b7cbb20f9974e104ef', '58abcf539a7947f18bc079eb', '621a3d0c9a794728d449ae5e']",5409f11ce063da9c8b588a12
628b6bb49a7947d11b795b6eYnykxb96T9aSgKbEHNujgQ,2022-05-23 11:19:47,Tetra Pak опровергла уход из России,"['619226fb9a7947e681606cc3','582eff1c9a7947115bf77ff6']","['59e769a19a794784016dad85', '55ac97ed9a79470cf7ad3a24']",540d5eafcbb20f2524fc0509
620bba399a794790a44eb566Mg9gseHFRoSB9CJfoOsXvQ,2022-02-15 14:35:59,Путин ответил на обращение Госдумы о признании ДНР и ЛНР,"['58eb4a2d9a7947591ca3dd27','5bfd1d039a794755995093f8']","['58abcf539a7947f18bc079eb', '614cb40f9a79477066594352', '5409f145e063daa0f408ad35', '5409f200e063daa0f408af68']",5409f11ce063da9c8b588a12
626a79cb9a794771ae19c57bXtQdZsMCSH6Z_Wa71L6zGg,2022-04-28 12:12:17,Эрдоган заявил Путину о планах «продлить эффект» переговоров в Стамбуле,"['5e1ddee09a7947609de2f69b','5a8d11a39a7947c5e1550980']","['557bee089a79470d81703873', '58abcf539a7947f18bc079eb', '5409f140e063daa0f408ad1d', '5426a035cbb20f7903d4f89f', '5409f309e063daa0f408b1dd', '54ac0da19a7947ea8276b9cf']",5409f11ce063da9c8b588a12
6239732a9a7947b19a5ef895mB5HO6btRoKY8lCAgUinLg,2022-03-22 08:30:54,«Коммерсантъ» сообщил о планах Red Wings вернуть Airbus собственникам,['5bfd1d039a794755995093f8'],"['54356f9acbb20f69df21dc37', '5409f15de063daa0f408adac', '55de25ce9a7947989f4cb166', '544e4ba3cbb20f0e847b1990', '5409f19be063daa0f408ae7a']",540d5eafcbb20f2524fc0509
62485d149a79473eabd27d782w5kAmq_RAizTs_8SAmPBQ,2022-04-02 15:15:34,Алиев заявил о планах увеличить поставки газа в Италию,[],"['5463608ecbb20f33d60816f2', '5409f21ee063daa0f408afc1', '5664342e9a79470e799734d5', '56d83d189a7947b9a1d3758f']",5409f11ce063da9c8b588a12
